Date,Sender,Message,Polarity,Subjectivity,Keyword_profit,Keyword_loss,Keyword_target,Keyword_buy,Keyword_sell,Message_Length,Word_Count,Capital_Words_Count,Keyword_stock,Keyword_hold
2024-12-05 05:02:38+00:00,-1001843670580,Morning jackpot return ,0.0,0.0,0.0,0.0,0.0,False,False,0.018081761006289308,0.014492753623188404,0.0,False,False
2024-12-05 05:01:34+00:00,-1001843670580,banknifty 200 points down after break ist support,-0.15555555555555556,0.2888888888888889,0.0,0.0,0.0,False,False,0.03852201257861636,0.03864734299516908,0.0,False,False
2024-12-05 05:01:12+00:00,-1001843670580,nifty also 90 points down,-0.15555555555555556,0.2888888888888889,0.0,0.0,0.0,False,False,0.019654088050314468,0.024154589371980676,0.0,False,False
2024-12-05 04:51:40+00:00,-1001843670580,Target done 30 point achieve by put,0.0,0.0,0.0,0.0,1.0,False,False,0.027515723270440252,0.033816425120772944,0.0,False,False
2024-12-05 04:49:48+00:00,-1001843670580,783,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:49:21+00:00,-1001843670580,781,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:49:09+00:00,-1001843670580,780,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:49:04+00:00,-1001843670580,779,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:41:27+00:00,-1001843670580,775,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:40:04+00:00,-1001843670580,774,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:50+00:00,-1001843670580,773,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:44+00:00,-1001843670580,770,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
