Date,Sender,Message
2024-11-25 04:31:08+00:00,-1001236360901,"SME IPO Opening Tomorrow

Rajputana Biodiesel SME IPO
Opening GMP 20000
Latest GMP 70000"
2024-11-25 03:34:21+00:00,-1001236360901,
2024-11-25 03:34:21+00:00,-1001236360901,"Rajesh Power Services SME IPO Anchor List

GMP 36000 (27%)"
2024-11-25 02:55:44+00:00,-1001236360901,"IPO Events for Today 

 🗓️ Monday, 25 November 2024

📕 Second Day
⭐ Enviro Infra
⭐ C2C Advanced System SME IPO
⭐ Lamosaic India SME IPO

💬 Opening Today
⭐ Rajesh Power SME 


No IPO Listings Today"
2024-11-24 14:07:02+00:00,-1001236360901,"Latest GMP

Enviro 56

Application Rates
Retail 300
bHNI 3000"
2024-11-24 13:27:16+00:00,-1001236360901,"Huge Short Covering in Enviro Infra IPO

GMP shoots up to 56 (37%) now

All shorts covered"
2024-11-24 12:49:44+00:00,-1001236360901,"Maharashtra Result Impact on GMP

Latest GMP
Enviro 52 New High
NTPC 3.7"
2024-11-23 03:36:51+00:00,-1001236360901,"Opening GMP for the day

NTPC 2.9
Enviro 41"
2024-11-22 16:32:40+00:00,-1001236360901,"Closing GMP for the day

NTPC 2.25
 
Enviro 39
Application Rate
Retail 350
bHNI 2500"
2024-11-22 15:47:52+00:00,-1001236360901,No Listing Day Bulk Deals in Zinka Logistics IPO
2024-11-22 15:05:52+00:00,-1001236360901,"Sudden Bulk Buying NTPC Green Energy IPO GMP

Latest GMP 2.2

Low of 10 paise"
2024-11-22 13:54:06+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues
38-0

The last day FIIs net bought Indian Stocks was September 26th."
2024-11-22 13:25:26+00:00,-1001236360901,Enviro Infra IPO Day 1 Subscription Figures
2024-11-22 12:40:06+00:00,-1001236360901,"NTPC Green Energy IPO Final Day Review | Record Applications from Retailers
https://youtu.be/DOy5kIy5OFM"
2024-11-22 11:42:38+00:00,-1001236360901,"Huge Contrast between HNI and Retail participation in NTPC Green Energy IPO

Retail + Shareholder Applications : 21.5 Lacs
bHNI Applications : 4020 ONLY"
2024-11-22 10:50:49+00:00,-1001236360901,"NTPC Green Energy IPO QIB & HNI Closed

QIB 9271Cr 3.51x

bHNI 4020 0.1x
sHNI 24124 1.14x

What a poor show!"
2024-11-22 09:59:54+00:00,-1001236360901,"NTPC Green Energy IPO Final Day Subscription Figures at 3:30PM

QIB 9210Cr 3.5x
Shareholder 1564Cr 1.56x

Applications
bHNI 3798 0.09x
sHNI 22622 1.07x
Retail 1381988 2.34x

GMP 30 paise"
2024-11-22 09:24:27+00:00,-1001236360901,"But the catch is that, except for Swiggy, all three went below their listing and IPO prices on the very same day and are still trading lower. 😵‍💫🤐"
2024-11-22 09:06:29+00:00,-1001236360901,"Recent IPOs which listed in green and above their last GMP, despite poor subscriptions and muted GM Demand

1. Swiggy
2. Niva Bupa
3. Sagility
4. Zinka 

NTPC Green IPO to Join the list?"
2024-11-22 08:33:10+00:00,-1001236360901,"NTPC Green Energy IPO Final Day Subscription Figures at 2PM

QIB 4052Cr 1.53x
Shareholder 1390Cr 1.39x

Applications
bHNI 2459 0.06x
sHNI 16753 0.79x
Retail 1206032 2.04x

GMP 35 paise"
2024-11-22 07:39:23+00:00,-1001236360901,"NTPC Green Energy IPO Final Day Subscription Figures at 1PM

QIB 3385Cr 1.28x
Shareholder 1341Cr 1.34x

Applications
bHNI 2396 0.06x
sHNI 15333 0.73x
Retail 1147588 1.94x"
2024-11-22 06:50:38+00:00,-1001236360901,Enviro Infra IPO Peer Comparison
2024-11-22 06:22:19+00:00,-1001236360901,C2C Advanced Systems SME IPO Anchor List
2024-11-22 06:01:13+00:00,-1001236360901,"37 Session of FII selling

21st Nov 2024 : Prov figs: (₹ in crores)

FII's Selling in Sept- Oct -Nov

27th Sept:-9,794 Cr
30th Sept :-1,209 Cr 
1st Oct: -5,579 Cr
3rd Oct: -15,243Cr
4th Oct: -9,897 Cr
7th Oct: -8,293 Cr
8th Oct: -5,730 Cr
9th Oct: -4,562 Cr
10th Oct: -4,927 Cr
11th Oct: -4,162 Cr
14th Oct: -3,732 Cr
15th Oct: -1,748 Cr 
16th Oct: -3,435 Cr 
17th Oct: -7,421 Cr 
18th Oct: -5,486 Cr
21st Oct: -2,262 Cr
22nd Oct: -3,978 Cr 
23rd Oct: -5,685 Cr
24th Oct: -5,062Cr
25th Oct: -3,037 Cr
28th Oct:-3,228 Cr
29th Oct:- 549 Cr
30th Oct:-4,614 Cr
31st Oct: -5,813 Cr
1st Nov: -212 Cr(Muhurat trading)
4th Nov : -4,330 Cr
5th Nov: -2,569 Cr
6th Nov: -4,446 Cr
7th Nov: -4,889 Cr
8th Nov: -3,404 Cr
11th Nov: -2,307 Cr
12th Nov: -3,024 Cr
13th Nov: -2,503 Cr
14th Nov: -1,850 Cr
18th Nov: -1,403 Cr
19th Nov: -3,412 Cr 
21st Nov: -5,321 Cr

Total FII Selling in Nov: -39,670 Crore 

Total FII Selling from 27th Sept  till date :-1,65,116 Crore"
2024-11-22 05:01:12+00:00,-1001236360901,"Onyx Biotec NSE SME IPO Listed at ₹54.05 against the offer price of ₹61.

Discount of 11.39%
Loss per loss ₹ 13,900/-

GMP High 30000
Last GMP 10000"
2024-11-22 04:16:16+00:00,-1001236360901,"Above expectations and good listing of Zinka Logistics IPO


Last GMP 1
Muted Action in GMP throughout 

Listed at a premium of ₹7.9"
2024-11-22 04:06:16+00:00,-1001236360901,"🚨BREAKING

As expected, LIC to make additional bid in NTPC Green Energy IPO Today"
2024-11-22 03:33:39+00:00,-1001236360901,"Zinka Logistics IPO Pre Open Links

NSE
https://www.nseindia.com/market-data/new-stock-exchange-listings-today

BSE
https://www.bseindia.com/stock-share-price/zinka-logistics-solutions-ltd/blackbuck/544288/"
2024-11-22 03:12:14+00:00,-1001236360901,"IPO Events for Today 

 🗓️ 22 November 2024

📕 𝗖𝗹𝗼𝘀𝗶𝗻𝗴 𝗧𝗼𝗱𝗮𝘆 
⭐ NTPC Green Energy

💬 Opening Today
⭐ C2C Advanced Systems SME 
⭐ Enviro Infra

📝 𝗟𝗶𝘀𝘁𝗶𝗻𝗴 
⭐ Onyx Biotech SME
⭐ Zinka Logistics"
2024-11-21 17:37:14+00:00,-1001236360901,"Listing Tomorrow 

1. Zinka Logistics Solutions (Main Board)

2. Onyx Biotec (NSE SME)"
2024-11-21 17:05:36+00:00,-1001236360901,
2024-11-21 17:05:36+00:00,-1001236360901,"Enviro Infra Engineers Limited IPO Anchor Book 

Solid Anchor List
Big Names

GMP 38 (New High)"
2024-11-21 16:40:34+00:00,-1001236360901,"Adani Saga Once Again | Index View | Sectors Showing Strength
https://youtu.be/6JLzpewNnSo"
2024-11-21 16:07:48+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues

The last day FIIs net bought Indian Stocks was September 26th.

Selling Intensifies"
2024-11-21 15:09:04+00:00,-1001236360901,"Enviro Infra IPO GMP Hits New High

37 (Massive Demand)"
2024-11-21 14:50:34+00:00,-1001236360901,"NTPC Green Energy IPO Final Decision | Day 2 Review
https://youtu.be/z0MwLVjmxEo"
2024-11-21 11:50:12+00:00,-1001236360901,"15L Applications

Huge Contrast between HNI and Retail participation in NTPC Green Energy IPO on Day 2 as well

Retail Applications + Shareholder : 15L
bHNI Applications : 1600 ONLY

Let’s see how it goes on the final day tomorrow"
2024-11-21 11:24:46+00:00,-1001236360901,"NTPC Green Energy IPO GMP Makes New Low

0.1

Very close to 0 now"
2024-11-21 10:55:18+00:00,-1001236360901,"Adani Group

Then and Now"
2024-11-21 09:55:16+00:00,-1001236360901,"Latest GMP

NTPC 20 paise
Enviro 28.5"
2024-11-21 09:11:55+00:00,-1001236360901,IPO Approved by SEBI
2024-11-21 08:42:34+00:00,-1001236360901,"Huge Contrast between HNI and Retail participation in NTPC Green Energy IPO on Day 2 as well

Retail Applications : 9.5L
bHNI Applications : 1200 ONLY"
2024-11-21 08:02:41+00:00,-1001236360901,"NTPC Green Energy IPO GMP Makes New Low

0.2

Can it go into discount?"
2024-11-21 07:37:03+00:00,-1001236360901,There can be a break on New IPOs
2024-11-21 07:21:58+00:00,-1001236360901,Vishal Mega Mart Limited's IPO To Hit The Markets In Mid-December
2024-11-21 06:46:07+00:00,-1001236360901,"Latest GMP

NTPC No Rates
Enviro 24"
2024-11-21 06:15:55+00:00,-1001236360901,"11 Lakh Applications

NTPC Green Energy IPO has received a total of 11 Lakh Applications in Retail and Shareholder category as of 11.45AM on Day 2

GMP 0.5"
2024-11-21 05:43:28+00:00,-1001236360901,"Mangal Compusolution SME IPO Listed Today

Last GMP 6000
GMP High 30000
Listed Flat (0)
Locked in Lower Circuit 🔒"
2024-11-21 05:21:32+00:00,-1001236360901,"NTPC Green Energy IPO GMP Makes New Low

0.4"
2024-11-21 04:51:29+00:00,-1001236360901,NTPC Green Energy IPO Fundamental Details
2024-11-21 04:15:25+00:00,-1001236360901,"GMP Opening Rates 

NTPC 90 paise (Seller)
Enviro 33 (Seller)"
2024-11-21 03:52:33+00:00,-1001236360901,"Massive Crack in Adani Group Stocks

Locked in Lower Circuit"
2024-11-21 03:30:07+00:00,-1001236360901,JSW Group is targeting IPO for JSW Cement by January 2025.
2024-11-20 06:24:20+00:00,-1001236360901,"Latest GMP

NTPC 1
Enviro 32 (New High)"
2024-11-20 03:12:06+00:00,-1001236360901,"NSE, BSE to remain shut today on account of Maharashtra elections."
2024-11-19 13:53:53+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues

The last day FIIs net bought Indian Stocks was September 26th.

Selling Intensifies"
2024-11-19 13:16:50+00:00,-1001236360901,"NTPC Green Energy IPO Day 1 Review | LIC Name in Anchor Impact
https://youtu.be/ZYZMyKXfg5Q"
2024-11-19 11:45:36+00:00,-1001236360901,"Huge Contrast between HNI and Retail participation in NTPC Green Energy IPO on Day 1

Retail Applications : 5.5L
bHNI Applications : 500 ONLY"
2024-11-19 10:10:43+00:00,-1001236360901,"Latest GMP

NTPC 2

Application Rates
bHNI 5300


Enviro 27"
2024-11-19 07:58:33+00:00,-1001236360901,"Retailers to High Valuation of NTPC Green Energy IPO

Almost 4.6L Retail Applications so far whereas only 207bHNI Applications

-Meme : WA Forward"
2024-11-19 07:33:54+00:00,-1001236360901,"Latest GMP

NTPC 1
Enviro 25"
2024-11-19 07:03:38+00:00,-1001236360901,"Huge Retail Interest in NTPC Green Energy IPO

As of 12:30PM Day 1

Retail Applications : 3.7L
Shareholder Applications: 1.4L
Total (Retail + SH ) = 5.1L

bHNI Applications : 175 ONLY"
2024-11-19 06:34:23+00:00,-1001236360901,"3.25 Lakh Retail Applications

NTPC Green Energy IPO has received 3.25L Retail Applications as of 12PM on Day 1.

GMP 0.7"
2024-11-19 06:03:00+00:00,-1001236360901,"1 Lakh Shareholder Applications

NTPC Green Energy IPO has received 1Lakh Shareholder Applications as of 11.30AM on Day 1."
2024-11-19 05:31:20+00:00,-1001236360901,"Good Buying Demand in Enviro Infra IPO 

Latest GMP 29
Opening High 30"
2024-11-19 04:59:11+00:00,-1001236360901,"NTPC Green Energy IPO Hits Fresh GMP Low

0.5

Massive pressure even after LIC’s name in Anchor Book

IPO Opens Today"
2024-11-19 04:34:15+00:00,-1001236360901,"Enviro Infra IPO Complete Details

Decent Demand in GMP

Low 10
Latest GMP 20"
2024-11-19 03:56:39+00:00,-1001236360901,"IPO Events for Today 

 🗓️ 19 November 2024

📖 𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗧𝗼𝗱𝗮𝘆 
⭐ NTPC Green Energy 

💬 𝗔𝗹𝗹𝗼𝘁𝗺𝗲𝗻𝘁 
⭐ Zinca Logistics 
⭐ Onyx Biotec 

💵 𝗥𝗲𝗳𝘂𝗻𝗱/𝗖𝗿𝗲𝗱𝗶𝘁 
⭐ Mangal Compusolution"
2024-11-19 03:28:13+00:00,-1001236360901,"NTPC Green Energy IPO Anchor List

LIC has been allocated 1/8th of the anchor list, amounting to approximately ₹500 crore. 

The anchor list consists of 107 names, with 39.65% of the total allocation directed towards domestic mutual funds."
2024-11-18 15:00:49+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues

The last day FIIs net bought Indian Stocks was September 26th."
2024-11-18 14:33:22+00:00,-1001236360901,"Market Update and View | No Impact of CLSA Report
https://youtu.be/1DFGIerIxr0"
2024-11-18 12:17:58+00:00,-1001236360901,Zinka Logistics IPO Final Subscription Figures
2024-11-18 11:01:43+00:00,-1001236360901,"Zinka Logistics IPO QIB & HNI Closed

QIB 908Cr 2.72x

bHNI 116 0.02x
sHNI 824 0.31x

Poorest bHNI Figures
ONLY 116 bHNI Applications!"
2024-11-18 09:17:19+00:00,-1001236360901,"GMP Activated in Enviro Infra IPO

Opening Rate 20
High of 30
Latest GMP 15

Everything happened in just 20 minutes 

Low Volume, High Volatility"
2024-11-18 08:40:25+00:00,-1001236360901,"Zinka Logistics IPO Final Day Subscription Figures at 2 PM

QIBs 564Cr  1.69x

Application wise
bHNI 68 0.01x
sHNI 450 0.17x
Retail 974951.29x

Total 1.72x

GMP 0"
2024-11-18 08:06:58+00:00,-1001236360901,"NTPC Green Energy IPO GMP Slips below 1

Latest GMP 0.9 (New Low)"
2024-11-18 07:13:50+00:00,-1001236360901,"Zinka Logistics IPO Final Day Subscription Figures at 12.30 PM

QIBs 84.56Cr 0.25x

Application wise
bHNI 37 0.01x
sHNI 352 0.13x
Retail 88283 1.17x

Total 0.41x

GMP 0"
2024-11-18 06:12:44+00:00,-1001236360901,"Today’s GMP Opening Rates

NTPC 1.1
C2C 225 (99%)

No Rates in Other IPOs"
2024-11-18 05:36:49+00:00,-1001236360901,"C2C Advanced Systems SME IPO

Opening on Friday, November 22, 2024

Opening GMP 60k
Latest GMP 1.32L (97%)"
2024-11-18 04:47:39+00:00,-1001236360901,"Zinka Logistics IPO is Closing Today

As of Day 2, the subscription figures show that it has received ONLY 7 BHNI applications!

IPO Size : 1142Cr"
2024-11-18 04:21:33+00:00,-1001236360901,"Superb Listing of Neelam Linens and Garments SME IPO

Opening GMP 1
Last GMP 14 (58%)
Listed at 16.05 (66.87%)

Profit of ₹96,300 per lot"
2024-11-18 03:52:00+00:00,-1001236360901,"IPO Events for Today 

 🗓️ 18 November 2024

📕 𝗖𝗹𝗼𝘀𝗶𝗻𝗴 𝗧𝗼𝗱𝗮𝘆 
⭐ Zinka Logistics 
⭐ Onyx Biotec SME 

💬 𝗔𝗹𝗹𝗼𝘁𝗺𝗲𝗻𝘁 
⭐ Mangal Compusolution SME 

📝 𝗟𝗶𝘀𝘁𝗶𝗻𝗴 
⭐ Neelam Linens SME

✍️ Anchor List
⭐ NTPC Green Energy"
2024-11-18 03:18:34+00:00,-1001236360901,"New MainBoard IPO

Enviro Infra Engineers Limited IPO

Price Band : 140-148
Lot : 101 Shares

FV : 10
Retail : 35%

Issue Size : 650 Cr
Fresh - 572 Cr
OFS - 78 Cr

M.cap : 2,598 Cr

Retail : 35%"
2024-11-15 11:58:56+00:00,-1001236360901,NTPC Green Energy IPO Latest GMP 1 (New Low)
2024-11-15 04:55:26+00:00,-1001236360901,"Mobikwik IPO is expected in the last week of November

Expected Size : 700Cr (Full Fresh)"
2024-11-14 17:02:03+00:00,-1001236360901,Zinka Logistics IPO Day 2 Subscription Figures
2024-11-14 13:26:27+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues

The last day FIIs net bought Indian Stocks was September 26th."
2024-11-14 12:46:55+00:00,-1001236360901,NTPC Green Energy IPO Latest GMP 1.5 (New Low)
2024-11-14 08:38:41+00:00,-1001236360901,"The List Of Companies which Have Recieved SEBI Approval
for IPO :

1.Indo Farm Equipment
2.Denta Water
3. Gold Plus Glass
4.Stallion India Flurochemicals
5.Patel Retail Limited
6.Transrail Lighting
7.Belstar Microfinance
8. SK Finance
9.Shivalik Engineering
10.Quadrant Future Tek
11.Enviro Infra Engineers
12. One Mobikwik Systems
13.Mamata Machinery
14.Standard Glass Lining
15.Suraksha Diagnostic
16.National Securities Depository Limited (NSDL)
17.Senores Pharmaceuticals
18.Paras Healthcare
19.NTPC Green Energy
20.Avanse Financial Services
21.Sai Life sciences
22.Rubicon Research
23.Sanathan Textiles
24.Metalman Auto

Pre-Filing Approved :

1.Vishal Mega Mart Limited

- WA FWD"
2024-11-14 07:08:18+00:00,-1001236360901,No of Shareholders in NTPC as of Sept Q
2024-11-14 06:45:11+00:00,-1001236360901,"NTPC Green Energy IPO Latest GMP

3

Application Rates
bHNI 5500"
2024-11-14 05:36:57+00:00,-1001236360901,"Company's reason for postponing IPO : Adverse Market Conditions

Reality : (Read Image)"
2024-11-14 05:06:34+00:00,-1001236360901,"Rosmerta Digital Services SME IPO Postponed.

It was BIGGEST SME IPO till date. Initially scheduled to open on November 18, 2024, and close on November 21, 2024."
2024-11-14 04:17:44+00:00,-1001236360901,"Above expectations listing in Niva Bupa IPO

Last GMP 1
GMP High 3

Listed at a premium of 4.14"
2024-11-14 03:33:00+00:00,-1001236360901,"Niva Bupa Health Insurance IPO Pre Open Links

NSE
https://www.nseindia.com/market-data/new-stock-exchange-listings-today

BSE
https://www.bseindia.com/stock-share-price/niva-bupa-health-insurance-company-ltd/nivabupa/544286/

Last GMP (1%)"
2024-11-13 17:45:47+00:00,-1001236360901,"Today's IPO Market Update Video
https://youtu.be/PM-wal0c7PA"
2024-11-13 14:53:10+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues

The last day FIIs net bought Indian Stocks was September 26th."
2024-11-13 14:12:33+00:00,-1001236360901,ACME Solar Holdings IPO Listing Day Bulk Deals
2024-11-13 13:37:53+00:00,-1001236360901,"Market View | Crash Loading? | Avoid FOMO
https://youtu.be/HWUtFTV5e6U"
2024-11-13 13:25:40+00:00,-1001236360901,"Zinka Logistics IPO Day 1 Subscription Figures

GMP 0"
2024-11-13 12:38:37+00:00,-1001236360901,"Latest GMP

NTPC 2.5
Niva 0.5"
2024-11-13 10:17:29+00:00,-1001236360901,Nifty 500 Today’s Stock HeatMap
2024-11-13 09:00:53+00:00,-1001236360901,SEBI reforms regarding SME IPOs
2024-11-13 08:13:52+00:00,-1001236360901,NTPC Green Energy IPO Latest GMP 2 (New Low)
2024-11-13 07:35:21+00:00,-1001236360901,
2024-11-13 07:03:18+00:00,-1001236360901,"IMPORTANT INFORMATION REGARDING SHAREHOLDERS QUOTA IN NTPC GREEN ENERGY IPO 👇


CUT OFF DATE FOR ELIGIBILITY IN SHAREHOLDERS CATEGORY IS 12 NOVEMBER 2024.

IT MEANS THAT THOSE WHO BOUGHT AT LEAST 1 SHARE OF NTPC UPTO 11 NOVEMBER 2024 WILL BE CONSIDERED AS ELIGIBLE."
2024-11-13 06:13:18+00:00,-1001236360901,NTPC Green Energy IPO Latest GMP 4 (New Low)
2024-11-13 05:38:26+00:00,-1001236360901,NTPC Green Energy IPO Complete Details
2024-11-13 05:01:53+00:00,-1001236360901,"Brokerages on Swiggy

Macquarie initiates coverage with a target price of 325 (Underperform)"
2024-11-13 04:47:41+00:00,-1001236360901,"Brokerages on Swiggy

JM Financial initiates coverage with a target price of 470"
2024-11-13 04:25:00+00:00,-1001236360901,"Disastrous listing of ACME Solar IPO

Last GMP -6

Listed at -38"
2024-11-13 04:17:14+00:00,-1001236360901,"Now that’s a surprising listing of Swiggy IPO

Last GMP -6
Listed at 30"
2024-11-13 03:58:55+00:00,-1001236360901,"NTPC Green Energy IPO GMP cracks to 6 now

Massive Selling after price band announcement 

Another disaster in the making"
2024-11-13 03:37:42+00:00,-1001236360901,"Swiggy IPO Pre Open Links
NSE
https://www.nseindia.com/market-data/new-stock-exchange-listings-today

BSE
https://www.bseindia.com/stock-share-price/swiggy-ltd/swiggy/544285/

Last GMP -6


ACME Solar IPO Pre Open Links
NSE
https://www.nseindia.com/market-data/new-stock-exchange-listings-today

BSE
https://www.bseindia.com/stock-share-price/acme-solar-holdings-ltd/acmesolar/544283/

Last GMP -6"
2024-11-13 00:05:42+00:00,-1001236360901,"🚨BREAKING

𝙉𝙏𝙋𝘾 𝙂𝙧𝙚𝙚𝙣 𝙀𝙣𝙚𝙧𝙜𝙮 𝙇𝙞𝙢𝙞𝙩𝙚𝙙 𝙄𝙋𝙊 

Date : 19-Nov to 22-Nov-2024
Price : ₹102 - ₹108
Lot : 138 Shares
Size : ₹10,000 Cr
Retail : 10%
Shareholder Quota : ₹1000Cr
Allotment - 25 Nov
Listing - 27 Nov"
2024-11-12 16:55:49+00:00,-1001236360901,"Nonstop Pressure in Swiggy IPO

Fresh Low of -6

Listing Tomorrow"
2024-11-12 16:20:39+00:00,-1001236360901,
2024-11-12 16:20:39+00:00,-1001236360901,"Zinka Logistics IPO Anchor List

GMP 0"
2024-11-12 14:29:00+00:00,-1001236360901,"🚨BREAKING 

SWIGGY IPO in deep discount now

-5"
2024-11-12 13:41:43+00:00,-1001236360901,"Swiggy IPO Latest GMP is now 0

Massive Pressure

Listing Tomorrow"
2024-11-12 12:51:42+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues"
2024-11-12 10:25:54+00:00,-1001236360901,"High Volume Pressure in Zinka Logistics IPO GMP

0"
2024-11-12 09:09:19+00:00,-1001236360901,Sagility breaks IPO Price of 30. Erased all the gains
2024-11-12 08:42:33+00:00,-1001236360901,"🚨BREAKING

As per Bloomberg NTPC Green IPO to be priced at MORE THAN ₹100

“The clean energy subsidiary of state-backed NTPC, has held discussions with advisers about pricing its IPO at more than 100 rupees ($1.18) a share, the people said, asking not to be identified because the matter is private.”"
2024-11-12 08:13:43+00:00,-1001236360901,"Latest GMP

NTPC 11
Swiggy 2

No big impact of Sagility IPO Listing"
2024-11-12 07:08:27+00:00,-1001236360901,2 Mainboard IPOs cleared by SEBI
2024-11-12 06:17:35+00:00,-1001236360901,"🚨BREAKING

NTPC is expected to announce the price band for the IPO on November 13."
2024-11-12 05:21:32+00:00,-1001236360901,"Swiggy IPO Today’s Opening Rate

1.6

Yesterday’s close 1"
2024-11-12 04:40:03+00:00,-1001236360901,"Observation ✅

Perfect Inputs from the GM at TWM"
2024-11-12 04:15:56+00:00,-1001236360901,Sagility IPO Listed above GMP Expectations 🔥
2024-11-12 03:37:12+00:00,-1001236360901,"Sagility IPO Pre Open Links

NSE
https://www.nseindia.com/market-data/new-stock-exchange-listings-today

BSE
https://www.bseindia.com/stock-share-price/sagility-india-ltd/sagility/544282/"
2024-11-11 15:55:38+00:00,-1001236360901,"Sagility IPO Listing Tomorrow 

Held 0 throughout 

Last GMP 0.3

Important Day, it will decide the fate of Swiggy IPO"
2024-11-11 14:43:26+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues"
2024-11-11 14:08:37+00:00,-1001236360901,"Done ✅ 

🚨BREAKING

NTPC Green Energy IPO GMP is now in single digit

9

Another disaster in the making?"
2024-11-11 13:34:43+00:00,-1001236360901,"NTPC Green Energy IPO GMP now slips to 10

From 26 to 10

Next in single digit?"
2024-11-11 12:57:20+00:00,-1001236360901,Niva Bupa IPO Final Subscription Figures
2024-11-11 10:51:08+00:00,-1001236360901,"Niva Bupa IPO QIB & HNI Closed

QIB 1435Cr 2.17x

HNIs Application
bHNI 843 0.08x
sHNI 3344 0.63x

NO GMP

Super Flop IPO"
2024-11-11 09:54:21+00:00,-1001236360901,"🚨 BREAKING

Waaree Energies locked in 10% Lower Circuit 🔒"
2024-11-11 09:35:13+00:00,-1001236360901,"The IPO market sentiment is so dull right now that, so far, there are only rumors about the NTPC Green Energy IPO launching on the 18th.

No official information has been released yet, as the RHP has not been filed.

However, the GMP has dropped significantly, from 26 to 14 (NEW LOW)

If the NTPC IPO comes with the rumored price band of 125, it’s likely over for this IPO as well."
2024-11-11 08:41:49+00:00,-1001236360901,"OBSERVATION

Even with so much negativity and pressure in both the primary and secondary markets, the GMP of both Sagility and Swiggy is not dropping below 0. 

There’s significant buying happening around 0.3 and 1, respectively.

Let’s see how Sagility performs tomorrow at listing."
2024-11-11 07:53:06+00:00,-1001236360901,"Latest GMP

NTPC 14

Application Rate 
bHNI 7200

Sagility 0.3"
2024-11-11 07:21:29+00:00,-1001236360901,"The first GMP rate for today is coming from ACME Solar, but there’s a massive crack. 

Opening Rate: -4 (new low)."
2024-11-11 06:48:50+00:00,-1001236360901,"Niva Bupa Health Insurance IPO Day 3 Subscription at 12PM

Retail - 2.7L Applications

Except for retailers, no other category is showing any interest.

GMP Halted"
2024-11-11 06:17:43+00:00,-1001236360901,"It’s already 11:45 AM, but the GM has still not opened for the day.

The Hyundai IPO has completely spoiled the game."
2024-11-11 05:25:55+00:00,-1001236360901,"FOR INFORMATION PURPOSE ONLY 


NTPC IPO in 2004 Garnered Subscription of Total 68,250 Crores against the Total issue size of 5,250 Crores.

It Was Massive Subscription keeping in Mind The 10 Years of Sickening Bear Market From 1993 to 2003.

NTPC Offered Shares at 62 Rs Per Share & On Listing Day Closing NTPC LTD Closed at ₹ 75.55.

Now let's see what happens in NTPC Green Energy IPO.

Please Note : WA Forward, Courtesy to the OP."
2024-11-11 04:20:40+00:00,-1001236360901,"According to reports, the NTPC Green Energy IPO RHP is set to be filed today.

The biggest suspense regarding the price band will be revealed."
2024-11-11 03:58:20+00:00,-1001236360901,The pressure in IPOs is such that GMP was halted after just one tick.
2024-11-10 14:28:04+00:00,-1001236360901,"Massive Pressure in NTPC Green IPO

GMP Falls from 26 to 16"
2024-11-10 08:22:49+00:00,-1001236360901,
2024-11-10 06:41:56+00:00,-1001236360901,"Latest GMP

NTPC 20(Pressure due to price band uncertainty)
Swiggy 1
Sagility 0.25"
2024-11-10 05:28:54+00:00,-1001236360901,"Latest GMP

NTPC 23

Application Rate
bHNI 7000"
2024-11-09 15:15:24+00:00,-1001236360901,"Latest GMP

NTPC 24

Application Rate 
bHNI 7800

Sagility 0.3
Niva 3 (Very Low Volume, GMP Halted)"
2024-11-09 13:23:29+00:00,-1001236360901,"🚨BREAKING

Niva Bupa Health Insurance IPO GMP Activated 

Latest GMP 3.5"
2024-11-09 10:03:59+00:00,-1001236360901,"🚨BREAKING

NTPC Green Energy IPO GMP Activated 

Latest GMP 26"
2024-11-09 06:50:37+00:00,-1001236360901,"Sagility IPO Allotment Link

https://www.linkintime.co.in/Initial_Offer/public-issues.html"
2024-11-09 05:27:31+00:00,-1001236360901,"Low Volume Spike in Zinka Logistics IPO GMP

24 (8.8%)"
2024-11-08 17:19:46+00:00,-1001236360901,"GMP Activated in Zinka Logistics

8 (3%)"
2024-11-08 16:23:25+00:00,-1001236360901,"Market View and FIIs Action
https://youtu.be/YG3IyKCfFeg"
2024-11-08 15:32:01+00:00,-1001236360901,"Yet another day of FII selloff
The streak continues"
2024-11-08 14:47:14+00:00,-1001236360901,"NTPC Green Energy IPO Coming | IPO Updates
https://youtu.be/bjDu5BIIz3o"
2024-11-08 13:36:05+00:00,-1001236360901,Swiggy IPO vs Zomato IPO
2024-11-08 12:58:50+00:00,-1001236360901,"Swiggy observed the POOREST bHNI subscription (application-wise times) among recent IPOs.

Swiggy 2997 0.06x
Hyundai 11962 0.09x
ACME 1640 0.12x
Sagility 2846 0.28x
Afcons 29993 1.15x"
2024-11-08 10:52:59+00:00,-1001236360901,"QIB and HNI Closed in Swiggy and ACME

Swiggy
QIB 20400Cr 6x (Above Expectations)

bHNI 2997 0.06x
sHNI 11210 0.41x
Retail 666185 0.87x

ACME
QIB 3224Cr 3.72x

bHNI 1640 0.14
sHNI 7781 1.11x
Retail 566251 2.9x"
2024-11-08 10:12:37+00:00,-1001236360901,"🚨 BREAKING

ACME Solar IPO goes into discount for the first time

Latest GMP -1

From 27 to -1

What a fall"
